Layer,certain,manipulated_1,manipulated_2,manipulated_3,manipulated_4,manipulated_5
0,11.89143613387978,11.891036184210526,11.891314338235293,11.891969086021506,11.893201013513513,11.892953228476822
1,11.81390881147541,11.814619180161943,11.813602941176471,11.813802083333334,11.812922297297296,11.813483029801324
2,11.713925887978142,11.715049342105264,11.715027573529412,11.715137768817204,11.713513513513513,11.715335264900663
3,11.728526297814208,11.727985829959515,11.727757352941177,11.72778057795699,11.730152027027026,11.731529387417218
4,11.612149931693988,11.61190536437247,11.611443014705882,11.612357190860216,11.612922297297297,11.613979718543046
5,11.027407786885245,11.026790232793521,11.027573529411764,11.024403561827956,11.015920608108107,11.023592715231787
6,10.921618852459016,10.922001518218623,10.91829044117647,10.921832997311828,10.922297297297296,10.919701986754967
7,10.729977800546449,10.730294787449393,10.735799632352942,10.743489583333334,10.744003378378379,10.740687086092715
8,11.256915983606557,11.251518218623481,11.25390625,11.258064516129032,11.26714527027027,11.266194122516556
9,9.974556010928962,9.970015182186234,9.96387867647059,9.949554771505376,9.932094594594595,9.923996274834437
10,10.299820696721312,10.296716852226721,10.30372242647059,10.300193212365592,10.29510135135135,10.293149834437086
11,9.575734289617486,9.58049721659919,9.58170955882353,9.573882728494624,9.57643581081081,9.597371688741722
12,9.565957991803279,9.550449139676113,9.555606617647058,9.546917002688172,9.515625,9.527110927152318
13,8.167563183060109,8.132543648785425,8.136511948529412,8.144510248655914,8.083467060810811,8.106348302980132
14,6.162845799180328,6.101625759109312,6.089338235294117,6.094527049731183,6.0734375,6.10533940397351
15,7.293907957650274,7.251360070850202,7.238074448529412,7.242901545698925,7.223838682432432,7.27708505794702
16,7.549223019125683,7.529636892712551,7.494048713235294,7.475071404569892,7.4269847972972975,7.497516556291391
17,6.521580430327869,6.48973620951417,6.444715073529411,6.401209677419355,6.341913006756757,6.3675237996688745
18,5.988409323770492,5.929750759109312,5.974471507352941,5.909526209677419,5.859311655405405,5.838679635761589
19,5.168929303278689,5.130566801619433,5.039728860294118,4.981266801075269,4.950105574324325,4.965723302980132
20,3.212890625,3.1592469003036436,3.0050551470588234,2.9126344086021505,2.874852195945946,2.8450046564569536
21,1.798129055669399,1.8035765118927125,1.7307215073529412,1.6818821404569892,1.6672508445945946,1.651250776076159
22,1.0831038678278688,1.0773560064524292,0.9832979090073529,0.9710155199932796,0.9740023226351351,1.0071787044701987
23,0.8246696764002732,0.8257755171432186,0.7802992876838235,0.7699145245295699,0.7945523648648649,0.8749757476200332
24,0.5600002267973019,0.5521764098873988,0.4977381089154412,0.48311623193884407,0.4772289379222973,0.4997194808050497
25,0.3762475519232411,0.3749309956786121,0.29117790670955884,0.2767283121744792,0.2562311945734797,0.2802018929790977
26,0.5394917472464139,0.48460530269483804,0.5039688110351562,0.5793217484669019,0.6522587956608953,0.8326488772764901
27,0.3331015031845843,0.4028491278891621,0.443294480267693,0.495630612937353,0.5196332776868665,0.5750815284173221
